adjustment_window_k,hash_rate,difficulty
1747,596000000000000.0,2001985.5450841936
1748,596000000000000.0,2001985.5450841936
1749,596000000000000.0,2001985.5450841936
1750,596000000000000.0,2001985.5450841936
1751,596000000000000.0,2001985.5450841936
1752,596000000000000.0,2001985.5450841936
1753,596000000000000.0,2001985.5450841936
1754,596000000000000.0,2001985.5450841936
1755,596000000000000.0,2001985.5450841936
1756,596000000000000.0,2001985.5450841936
1757,596000000000000.0,2001985.5450841936
1758,596000000000000.0,2001985.5450841936
1759,596000000000000.0,2001985.5450841936
1760,596000000000000.0,2001985.5450841936
1761,596000000000000.0,2001985.5450841936
1762,596000000000000.0,2001985.5450841936
1763,596000000000000.0,2001985.5450841936
1764,596000000000000.0,2001985.5450841936
1765,596000000000000.0,2001985.5450841936
1766,596000000000000.0,2001985.5450841936
1767,596000000000000.0,2001985.5450841936
1768,596000000000000.0,2001985.5450841936
1769,596000000000000.0,2001985.5450841936
1770,596000000000000.0,2001985.5450841936
1771,596000000000000.0,2001985.5450841936
1772,596000000000000.0,2001985.5450841936
1773,596000000000000.0,2001985.5450841936
1774,596000000000000.0,2001985.5450841936
1775,596000000000000.0,2001985.5450841936
1776,596000000000000.0,2001985.5450841936
1777,596000000000000.0,2001985.5450841936
1778,596000000000000.0,2001985.5450841936
1779,596000000000000.0,2001985.5450841936
1780,596000000000000.0,2001985.5450841936
1781,596000000000000.0,2001985.5450841936
1782,596000000000000.0,2001985.5450841936
1783,596000000000000.0,2001985.5450841936
1784,596000000000000.0,2001985.5450841936
1785,596000000000000.0,2001985.5450841936
1786,596000000000000.0,2001985.5450841936
1787,596000000000000.0,2001985.5450841936
1788,596000000000000.0,2001985.5450841936
1789,596000000000000.0,2001985.5450841936
1790,596000000000000.0,2001985.5450841936
1791,596000000000000.0,2001985.5450841936
1792,596000000000000.0,2001985.5450841936
1793,596000000000000.0,2001985.5450841936
1794,596000000000000.0,2001985.5450841936
1795,596000000000000.0,2001985.5450841936
1796,596000000000000.0,2001985.5450841936
1797,596000000000000.0,2001985.5450841936
1798,596000000000000.0,2001985.5450841936
1799,596000000000000.0,2001985.5450841936
1800,596000000000000.0,2001985.5450841936
1801,596000000000000.0,2001985.5450841936
1802,596000000000000.0,2001985.5450841936
1803,596000000000000.0,2001985.5450841936
1804,596000000000000.0,2001985.5450841936
1805,596000000000000.0,2001985.5450841936
1806,596000000000000.0,2001985.5450841936
1807,596000000000000.0,2001985.5450841936
1808,596000000000000.0,2001985.5450841936
1809,596000000000000.0,2001985.5450841936
1810,596000000000000.0,2001985.5450841936
1811,596000000000000.0,2001985.5450841936
1812,596000000000000.0,2001985.5450841936
1813,596000000000000.0,2001985.5450841936
1814,596000000000000.0,2001985.5450841936
1815,596000000000000.0,2001985.5450841936
1816,596000000000000.0,2001985.5450841936
1817,596000000000000.0,2001985.5450841936
1818,596000000000000.0,2001985.5450841936
1819,596000000000000.0,2001985.5450841936
1820,596000000000000.0,2001985.5450841936
1821,596000000000000.0,2001985.5450841936
1822,596000000000000.0,2001985.5450841936
1823,596000000000000.0,2001985.5450841936
1824,596000000000000.0,2001985.5450841936
1825,596000000000000.0,2001985.5450841936
1826,596000000000000.0,2001985.5450841936
1827,596000000000000.0,2001985.5450841936
1828,596000000000000.0,2001985.5450841936
1829,596000000000000.0,2001985.5450841936
1830,596000000000000.0,2001985.5450841936
1831,596000000000000.0,2001985.5450841936
1832,596000000000000.0,2001985.5450841936
1833,596000000000000.0,2001985.5450841936
1834,596000000000000.0,2001985.5450841936
1835,596000000000000.0,2001985.5450841936
1836,596000000000000.0,2001985.5450841936
1837,596000000000000.0,2001985.5450841936
1838,596000000000000.0,2001985.5450841936
1839,596000000000000.0,2001985.5450841936
1840,596000000000000.0,2001985.5450841936
1841,596000000000000.0,2001985.5450841936
1842,596000000000000.0,2001985.5450841936
1843,596000000000000.0,2001985.5450841936
1844,596000000000000.0,2001985.5450841936
1845,596000000000000.0,2001985.5450841936
1846,596000000000000.0,2001985.5450841936
1847,596000000000000.0,2001985.5450841936
1848,596000000000000.0,2001985.5450841936
1849,596000000000000.0,2001985.5450841936
1850,596000000000000.0,2001985.5450841936
1851,596000000000000.0,2001985.5450841936
1852,596000000000000.0,2001985.5450841936
1853,596000000000000.0,2001985.5450841936
1854,596000000000000.0,2001985.5450841936
1855,596000000000000.0,2001985.5450841936
1856,596000000000000.0,2001985.5450841936
1857,596000000000000.0,2001985.5450841936
1858,596000000000000.0,2001985.5450841936
1859,596000000000000.0,2001985.5450841936
1860,596000000000000.0,2001985.5450841936
1861,596000000000000.0,2001985.5450841936
1862,596000000000000.0,2001985.5450841936
1863,596000000000000.0,2001985.5450841936
1864,596000000000000.0,2001985.5450841936
1865,596000000000000.0,2001985.5450841936
1866,596000000000000.0,2001985.5450841936
1867,596000000000000.0,2001985.5450841936
1868,596000000000000.0,2001985.5450841936
1869,596000000000000.0,2001985.5450841936
1870,596000000000000.0,2001985.5450841936
1871,596000000000000.0,2001985.5450841936
1872,596000000000000.0,2001985.5450841936
1873,596000000000000.0,2001985.5450841936
1874,596000000000000.0,2001985.5450841936
1875,596000000000000.0,2001985.5450841936
1876,596000000000000.0,2001985.5450841936
1877,596000000000000.0,2001985.5450841936
1878,596000000000000.0,2001985.5450841936
1879,596000000000000.0,2001985.5450841936
1880,596000000000000.0,2001985.5450841936
1881,596000000000000.0,2001985.5450841936
1882,596000000000000.0,2001985.5450841936
1883,596000000000000.0,2001985.5450841936
1884,596000000000000.0,2001985.5450841936
1885,596000000000000.0,2001985.5450841936
1886,596000000000000.0,2001985.5450841936
1887,596000000000000.0,2001985.5450841936
1888,596000000000000.0,2001985.5450841936
1889,596000000000000.0,2001985.5450841936
1890,596000000000000.0,2001985.5450841936
1891,596000000000000.0,2001985.5450841936
1892,596000000000000.0,2001985.5450841936
1893,596000000000000.0,2001985.5450841936
1894,596000000000000.0,2001985.5450841936
1895,596000000000000.0,2001985.5450841936
1896,596000000000000.0,2001985.5450841936
1897,596000000000000.0,2001985.5450841936
1898,596000000000000.0,2001985.5450841936
1899,596000000000000.0,2001985.5450841936
1900,596000000000000.0,2001985.5450841936
1901,596000000000000.0,2001985.5450841936
1902,596000000000000.0,2001985.5450841936
1903,596000000000000.0,2001985.5450841936
1904,596000000000000.0,2001985.5450841936
1905,596000000000000.0,2001985.5450841936
1906,596000000000000.0,2001985.5450841936
1907,596000000000000.0,2001985.5450841936
1908,596000000000000.0,2001985.5450841936
1909,596000000000000.0,2001985.5450841936
1910,596000000000000.0,2001985.5450841936
1911,596000000000000.0,2001985.5450841936
1912,596000000000000.0,2001985.5450841936
1913,596000000000000.0,2001985.5450841936
1914,596000000000000.0,2001985.5450841936
1915,596000000000000.0,2001985.5450841936
1916,596000000000000.0,2001985.5450841936
1917,596000000000000.0,2001985.5450841936
1918,596000000000000.0,2001985.5450841936
1919,596000000000000.0,2001985.5450841936
1920,596000000000000.0,2001985.5450841936
1921,596000000000000.0,2001985.5450841936
1922,596000000000000.0,2001985.5450841936
1923,596000000000000.0,2001985.5450841936
1924,596000000000000.0,2001985.5450841936
1925,596000000000000.0,2001985.5450841936
1926,596000000000000.0,2001985.5450841936
1927,596000000000000.0,2001985.5450841936
1928,596000000000000.0,2001985.5450841936
1929,596000000000000.0,2001985.5450841936
1930,596000000000000.0,2001985.5450841936
1931,596000000000000.0,2001985.5450841936
1932,596000000000000.0,2001985.5450841936
1933,596000000000000.0,2001985.5450841936
1934,596000000000000.0,2001985.5450841936
1935,596000000000000.0,2001985.5450841936
1936,596000000000000.0,2001985.5450841936
1937,596000000000000.0,2001985.5450841936
1938,596000000000000.0,2001985.5450841936
1939,596000000000000.0,2001985.5450841936
1940,596000000000000.0,2001985.5450841936
1941,596000000000000.0,2001985.5450841936
1942,596000000000000.0,2001985.5450841936
1943,596000000000000.0,2001985.5450841936
1944,596000000000000.0,2001985.5450841936
1945,596000000000000.0,2001985.5450841936
1946,596000000000000.0,2001985.5450841936
1947,596000000000000.0,2001985.5450841936
1948,596000000000000.0,2001985.5450841936
1949,596000000000000.0,2001985.5450841936
1950,596000000000000.0,2001985.5450841936
1951,596000000000000.0,2001985.5450841936
1952,596000000000000.0,2001985.5450841936
1953,596000000000000.0,2001985.5450841936
1954,596000000000000.0,2001985.5450841936
1955,596000000000000.0,2001985.5450841936
1956,596000000000000.0,2001985.5450841936
1957,596000000000000.0,2001985.5450841936
1958,596000000000000.0,2001985.5450841936
1959,596000000000000.0,2001985.5450841936
1960,596000000000000.0,2001985.5450841936
1961,596000000000000.0,2001985.5450841936
1962,596000000000000.0,2001985.5450841936
1963,596000000000000.0,2001985.5450841936
1964,596000000000000.0,2001985.5450841936
1965,596000000000000.0,2001985.5450841936
1966,596000000000000.0,2001985.5450841936
1967,596000000000000.0,2001985.5450841936
1968,596000000000000.0,2001985.5450841936
1969,596000000000000.0,2001985.5450841936
1970,596000000000000.0,2001985.5450841936
1971,596000000000000.0,2001985.5450841936
1972,596000000000000.0,2001985.5450841936
1973,596000000000000.0,2001985.5450841936
1974,596000000000000.0,2001985.5450841936
1975,596000000000000.0,2001985.5450841936
1976,596000000000000.0,2001985.5450841936
1977,596000000000000.0,2001985.5450841936
1978,596000000000000.0,2001985.5450841936
1979,596000000000000.0,2001985.5450841936
1980,596000000000000.0,2001985.5450841936
1981,596000000000000.0,2001985.5450841936
1982,596000000000000.0,2001985.5450841936
1983,596000000000000.0,2001985.5450841936
1984,596000000000000.0,2001985.5450841936
1985,596000000000000.0,2001985.5450841936
1986,596000000000000.0,2001985.5450841936
1987,596000000000000.0,2001985.5450841936
1988,596000000000000.0,2001985.5450841936
1989,596000000000000.0,2001985.5450841936
1990,596000000000000.0,2001985.5450841936
1991,596000000000000.0,2001985.5450841936
1992,596000000000000.0,2001985.5450841936
1993,596000000000000.0,2001985.5450841936
1994,596000000000000.0,2001985.5450841936
1995,596000000000000.0,2001985.5450841936
1996,596000000000000.0,2001985.5450841936
1997,596000000000000.0,2001985.5450841936
1998,596000000000000.0,2001985.5450841936
1999,596000000000000.0,2001985.5450841936
2000,596000000000000.0,2001985.5450841936
2001,596000000000000.0,2001985.5450841936
2002,596000000000000.0,2001985.5450841936
2003,596000000000000.0,2001985.5450841936
2004,596000000000000.0,2001985.5450841936
2005,596000000000000.0,2001985.5450841936
2006,596000000000000.0,2001985.5450841936
2007,596000000000000.0,2001985.5450841936
2008,596000000000000.0,2001985.5450841936
2009,596000000000000.0,2001985.5450841936
2010,596000000000000.0,2001985.5450841936
2011,596000000000000.0,2001985.5450841936
2012,596000000000000.0,2001985.5450841936
2013,596000000000000.0,2001985.5450841936
2014,596000000000000.0,2001985.5450841936
2015,596000000000000.0,2001985.5450841936
2016,596000000000000.0,2001985.5450841936
2017,596000000000000.0,2001985.5450841936
2018,596000000000000.0,2001985.5450841936
2019,596000000000000.0,2001985.5450841936
2020,596000000000000.0,2001985.5450841936
2021,596000000000000.0,2001985.5450841936
2022,596000000000000.0,2001985.5450841936
2023,596000000000000.0,2001985.5450841936
2024,596000000000000.0,2001985.5450841936
2025,596000000000000.0,2001985.5450841936
2026,596000000000000.0,2001985.5450841936
2027,596000000000000.0,2001985.5450841936
2028,596000000000000.0,2001985.5450841936
2029,596000000000000.0,2001985.5450841936
2030,596000000000000.0,2001985.5450841936
2031,596000000000000.0,2001985.5450841936
2032,596000000000000.0,2001985.5450841936
2033,596000000000000.0,2001985.5450841936
2034,596000000000000.0,2001985.5450841936
2035,596000000000000.0,2001985.5450841936
2036,596000000000000.0,2001985.5450841936
2037,596000000000000.0,2001985.5450841936
2038,596000000000000.0,2001985.5450841936
2039,596000000000000.0,2001985.5450841936
2040,596000000000000.0,2001985.5450841936
2041,596000000000000.0,2001985.5450841936
2042,596000000000000.0,2001985.5450841936
2043,596000000000000.0,2001985.5450841936
2044,596000000000000.0,2001985.5450841936
2045,596000000000000.0,2001985.5450841936
2046,596000000000000.0,2001985.5450841936
2047,596000000000000.0,2001985.5450841936
2048,596000000000000.0,2001985.5450841936
2049,596000000000000.0,2001985.5450841936
2050,596000000000000.0,2001985.5450841936
2051,596000000000000.0,2001985.5450841936
2052,596000000000000.0,2001985.5450841936
2053,596000000000000.0,2001985.5450841936
2054,596000000000000.0,2001985.5450841936
2055,596000000000000.0,2001985.5450841936
2056,596000000000000.0,2001985.5450841936
2057,596000000000000.0,2001985.5450841936
2058,596000000000000.0,2001985.5450841936
2059,596000000000000.0,2001985.5450841936
2060,596000000000000.0,2001985.5450841936
2061,596000000000000.0,2001985.5450841936
2062,596000000000000.0,2001985.5450841936
2063,596000000000000.0,2001985.5450841936
2064,596000000000000.0,2001985.5450841936
2065,596000000000000.0,2001985.5450841936
2066,596000000000000.0,2001985.5450841936
2067,596000000000000.0,2001985.5450841936
2068,596000000000000.0,2001985.5450841936
2069,596000000000000.0,2001985.5450841936
2070,596000000000000.0,2001985.5450841936
2071,596000000000000.0,2001985.5450841936
2072,596000000000000.0,2001985.5450841936
2073,596000000000000.0,2001985.5450841936
2074,596000000000000.0,2001985.5450841936
2075,596000000000000.0,2001985.5450841936
2076,596000000000000.0,2001985.5450841936
2077,596000000000000.0,2001985.5450841936
2078,596000000000000.0,2001985.5450841936
2079,596000000000000.0,2001985.5450841936
2080,596000000000000.0,2001985.5450841936
2081,596000000000000.0,2001985.5450841936
2082,596000000000000.0,2001985.5450841936
2083,596000000000000.0,2001985.5450841936
2084,596000000000000.0,2001985.5450841936
2085,596000000000000.0,2001985.5450841936
2086,596000000000000.0,2001985.5450841936
2087,596000000000000.0,2001985.5450841936
2088,596000000000000.0,2001985.5450841936
2089,596000000000000.0,2001985.5450841936
2090,596000000000000.0,2001985.5450841936
2091,596000000000000.0,2001985.5450841936
2092,596000000000000.0,2001985.5450841936
2093,596000000000000.0,2001985.5450841936
2094,596000000000000.0,2001985.5450841936
2095,596000000000000.0,2001985.5450841936
2096,596000000000000.0,2001985.5450841936
2097,596000000000000.0,2001985.5450841936
2098,596000000000000.0,2001985.5450841936
2099,596000000000000.0,2001985.5450841936
2100,596000000000000.0,2001985.5450841936
2101,596000000000000.0,2001985.5450841936
2102,596000000000000.0,2001985.5450841936
2103,596000000000000.0,2001985.5450841936
2104,596000000000000.0,2001985.5450841936
2105,596000000000000.0,2001985.5450841936
2106,596000000000000.0,2001985.5450841936
2107,596000000000000.0,2001985.5450841936
2108,596000000000000.0,2001985.5450841936
2109,596000000000000.0,2001985.5450841936
2110,596000000000000.0,2001985.5450841936
2111,596000000000000.0,2001985.5450841936
2112,596000000000000.0,2001985.5450841936
2113,596000000000000.0,2001985.5450841936
2114,596000000000000.0,2001985.5450841936
2115,596000000000000.0,2001985.5450841936
2116,596000000000000.0,2001985.5450841936
2117,596000000000000.0,2001985.5450841936
2118,596000000000000.0,2001985.5450841936
2119,596000000000000.0,2001985.5450841936
2120,596000000000000.0,2001985.5450841936
2121,596000000000000.0,2001985.5450841936
2122,596000000000000.0,2001985.5450841936
2123,596000000000000.0,2001985.5450841936
2124,596000000000000.0,2001985.5450841936
2125,596000000000000.0,2001985.5450841936
2126,596000000000000.0,2001985.5450841936
2127,596000000000000.0,2001985.5450841936
2128,596000000000000.0,2001985.5450841936
2129,596000000000000.0,2001985.5450841936
2130,596000000000000.0,2001985.5450841936
2131,596000000000000.0,2001985.5450841936
2132,596000000000000.0,2001985.5450841936
2133,596000000000000.0,2001985.5450841936
2134,596000000000000.0,2001985.5450841936
2135,596000000000000.0,2001985.5450841936
2136,596000000000000.0,2001985.5450841936
2137,596000000000000.0,2001985.5450841936
2138,596000000000000.0,2001985.5450841936
2139,596000000000000.0,2001985.5450841936
2140,596000000000000.0,2001985.5450841936
2141,596000000000000.0,2001985.5450841936
2142,596000000000000.0,2001985.5450841936
2143,596000000000000.0,2001985.5450841936
2144,596000000000000.0,2001985.5450841936
2145,596000000000000.0,2001985.5450841936
2146,596000000000000.0,2001985.5450841936
2147,596000000000000.0,2001985.5450841936
2148,596000000000000.0,2001985.5450841936
2149,596000000000000.0,2001985.5450841936
2150,596000000000000.0,2001985.5450841936
2151,596000000000000.0,2001985.5450841936
2152,596000000000000.0,2001985.5450841936
2153,596000000000000.0,2001985.5450841936
2154,596000000000000.0,2001985.5450841936
2155,596000000000000.0,2001985.5450841936
2156,596000000000000.0,2001985.5450841936
2157,596000000000000.0,2001985.5450841936
2158,596000000000000.0,2001985.5450841936
2159,596000000000000.0,2001985.5450841936
2160,596000000000000.0,2001985.5450841936
2161,596000000000000.0,2001985.5450841936
2162,596000000000000.0,2001985.5450841936
2163,596000000000000.0,2001985.5450841936
2164,596000000000000.0,2001985.5450841936
2165,596000000000000.0,2001985.5450841936
2166,596000000000000.0,2001985.5450841936
2167,596000000000000.0,2001985.5450841936
2168,596000000000000.0,2001985.5450841936
2169,596000000000000.0,2001985.5450841936
2170,596000000000000.0,2001985.5450841936
2171,596000000000000.0,2001985.5450841936
2172,596000000000000.0,2001985.5450841936
2173,596000000000000.0,2001985.5450841936
2174,596000000000000.0,2001985.5450841936
2175,596000000000000.0,2001985.5450841936
2176,596000000000000.0,2001985.5450841936
2177,596000000000000.0,2001985.5450841936
2178,596000000000000.0,2001985.5450841936
2179,596000000000000.0,2001985.5450841936
2180,596000000000000.0,2001985.5450841936
2181,596000000000000.0,2001985.5450841936
2182,596000000000000.0,2001985.5450841936
2183,596000000000000.0,2001985.5450841936
2184,596000000000000.0,2001985.5450841936
2185,596000000000000.0,2001985.5450841936
2186,596000000000000.0,2001985.5450841936
2187,596000000000000.0,2001985.5450841936
2188,596000000000000.0,2001985.5450841936
2189,596000000000000.0,2001985.5450841936
2190,596000000000000.0,2001985.5450841936
2191,596000000000000.0,2001985.5450841936
2192,596000000000000.0,2001985.5450841936
2193,596000000000000.0,2001985.5450841936
2194,596000000000000.0,2001985.5450841936
2195,596000000000000.0,2001985.5450841936
2196,596000000000000.0,2001985.5450841936
2197,596000000000000.0,2001985.5450841936
2198,596000000000000.0,2001985.5450841936
2199,596000000000000.0,2001985.5450841936
2200,596000000000000.0,2001985.5450841936
2201,596000000000000.0,2001985.5450841936
2202,596000000000000.0,2001985.5450841936
2203,596000000000000.0,2001985.5450841936
2204,596000000000000.0,2001985.5450841936
2205,596000000000000.0,2001985.5450841936
2206,596000000000000.0,2001985.5450841936
2207,596000000000000.0,2001985.5450841936
2208,596000000000000.0,2001985.5450841936
2209,596000000000000.0,2001985.5450841936
2210,596000000000000.0,2001985.5450841936
2211,596000000000000.0,2001985.5450841936
2212,596000000000000.0,2001985.5450841936
2213,596000000000000.0,2001985.5450841936
2214,596000000000000.0,2001985.5450841936
2215,596000000000000.0,2001985.5450841936
2216,596000000000000.0,2001985.5450841936
2217,596000000000000.0,2001985.5450841936
2218,596000000000000.0,2001985.5450841936
2219,596000000000000.0,2001985.5450841936
2220,596000000000000.0,2001985.5450841936
2221,596000000000000.0,2001985.5450841936
2222,596000000000000.0,2001985.5450841936
2223,596000000000000.0,2001985.5450841936
2224,596000000000000.0,2001985.5450841936
2225,596000000000000.0,2001985.5450841936
2226,596000000000000.0,2001985.5450841936
2227,596000000000000.0,2001985.5450841936
2228,596000000000000.0,2001985.5450841936
2229,596000000000000.0,2001985.5450841936
2230,596000000000000.0,2001985.5450841936
2231,596000000000000.0,2001985.5450841936
2232,596000000000000.0,2001985.5450841936
2233,596000000000000.0,2001985.5450841936
2234,596000000000000.0,2001985.5450841936
2235,596000000000000.0,2001985.5450841936
2236,596000000000000.0,2001985.5450841936
2237,596000000000000.0,2001985.5450841936
2238,596000000000000.0,2001985.5450841936
2239,596000000000000.0,2001985.5450841936
2240,596000000000000.0,2001985.5450841936
2241,596000000000000.0,2001985.5450841936
2242,596000000000000.0,2001985.5450841936
2243,596000000000000.0,2001985.5450841936
2244,596000000000000.0,2001985.5450841936
2245,596000000000000.0,2001985.5450841936
2246,596000000000000.0,2001985.5450841936
2247,596000000000000.0,2001985.5450841936
2248,596000000000000.0,2001985.5450841936
2249,596000000000000.0,2001985.5450841936
2250,596000000000000.0,2001985.5450841936
2251,596000000000000.0,2001985.5450841936
2252,596000000000000.0,2001985.5450841936
2253,596000000000000.0,2001985.5450841936
2254,596000000000000.0,2001985.5450841936
2255,596000000000000.0,2001985.5450841936
2256,596000000000000.0,2001985.5450841936
2257,596000000000000.0,2001985.5450841936
2258,596000000000000.0,2001985.5450841936
2259,596000000000000.0,2001985.5450841936
2260,596000000000000.0,2001985.5450841936
2261,596000000000000.0,2001985.5450841936
2262,596000000000000.0,2001985.5450841936
2263,596000000000000.0,2001985.5450841936
2264,596000000000000.0,2001985.5450841936
2265,596000000000000.0,2001985.5450841936
2266,596000000000000.0,2001985.5450841936
2267,596000000000000.0,2001985.5450841936
2268,596000000000000.0,2001985.5450841936
2269,596000000000000.0,2001985.5450841936
2270,596000000000000.0,2001985.5450841936
2271,596000000000000.0,2001985.5450841936
2272,596000000000000.0,2001985.5450841936
2273,596000000000000.0,2001985.5450841936
2274,596000000000000.0,2001985.5450841936
2275,596000000000000.0,2001985.5450841936
2276,596000000000000.0,2001985.5450841936
2277,596000000000000.0,2001985.5450841936
2278,596000000000000.0,2001985.5450841936
2279,596000000000000.0,2001985.5450841936
2280,596000000000000.0,2001985.5450841936
2281,596000000000000.0,2001985.5450841936
2282,596000000000000.0,2001985.5450841936
2283,596000000000000.0,2001985.5450841936
2284,596000000000000.0,2001985.5450841936
2285,596000000000000.0,2001985.5450841936
2286,596000000000000.0,2001985.5450841936
2287,596000000000000.0,2001985.5450841936
2288,596000000000000.0,2001985.5450841936
2289,596000000000000.0,2001985.5450841936
2290,596000000000000.0,2001985.5450841936
2291,596000000000000.0,2001985.5450841936
2292,596000000000000.0,2001985.5450841936
2293,596000000000000.0,2001985.5450841936
2294,596000000000000.0,2001985.5450841936
2295,596000000000000.0,2001985.5450841936
2296,596000000000000.0,2001985.5450841936
2297,596000000000000.0,2001985.5450841936
2298,596000000000000.0,2001985.5450841936
2299,596000000000000.0,2001985.5450841936
2300,596000000000000.0,2001985.5450841936
2301,596000000000000.0,2001985.5450841936
2302,596000000000000.0,2001985.5450841936
2303,596000000000000.0,2001985.5450841936
2304,596000000000000.0,2001985.5450841936
2305,596000000000000.0,2001985.5450841936
2306,596000000000000.0,2001985.5450841936
2307,596000000000000.0,2001985.5450841936
2308,596000000000000.0,2001985.5450841936
2309,596000000000000.0,2001985.5450841936
2310,596000000000000.0,2001985.5450841936
2311,596000000000000.0,2001985.5450841936
2312,596000000000000.0,2001985.5450841936
2313,596000000000000.0,2001985.5450841936
2314,596000000000000.0,2001985.5450841936
2315,596000000000000.0,2001985.5450841936
2316,596000000000000.0,2001985.5450841936
2317,596000000000000.0,2001985.5450841936
2318,596000000000000.0,2001985.5450841936
2319,596000000000000.0,2001985.5450841936
2320,596000000000000.0,2001985.5450841936
2321,596000000000000.0,2001985.5450841936
2322,596000000000000.0,2001985.5450841936
2323,596000000000000.0,2001985.5450841936
2324,596000000000000.0,2001985.5450841936
2325,596000000000000.0,2001985.5450841936
2326,596000000000000.0,2001985.5450841936
2327,596000000000000.0,2001985.5450841936
2328,596000000000000.0,2001985.5450841936
2329,596000000000000.0,2001985.5450841936
2330,596000000000000.0,2001985.5450841936
2331,596000000000000.0,2001985.5450841936
2332,596000000000000.0,2001985.5450841936
2333,596000000000000.0,2001985.5450841936
2334,596000000000000.0,2001985.5450841936
2335,596000000000000.0,2001985.5450841936
2336,596000000000000.0,2001985.5450841936
2337,596000000000000.0,2001985.5450841936
2338,596000000000000.0,2001985.5450841936
2339,596000000000000.0,2001985.5450841936
2340,596000000000000.0,2001985.5450841936
2341,596000000000000.0,2001985.5450841936
2342,596000000000000.0,2001985.5450841936
2343,596000000000000.0,2001985.5450841936
2344,596000000000000.0,2001985.5450841936
2345,596000000000000.0,2001985.5450841936
2346,596000000000000.0,2001985.5450841936
2347,596000000000000.0,2001985.5450841936
2348,596000000000000.0,2001985.5450841936
2349,596000000000000.0,2001985.5450841936
2350,596000000000000.0,2001985.5450841936
2351,596000000000000.0,2001985.5450841936
2352,596000000000000.0,2001985.5450841936
2353,596000000000000.0,2001985.5450841936
2354,596000000000000.0,2001985.5450841936
2355,596000000000000.0,2001985.5450841936
2356,596000000000000.0,2001985.5450841936
2357,596000000000000.0,2001985.5450841936
2358,596000000000000.0,2001985.5450841936
2359,596000000000000.0,2001985.5450841936
2360,596000000000000.0,2001985.5450841936
2361,596000000000000.0,2001985.5450841936
2362,596000000000000.0,2001985.5450841936
2363,596000000000000.0,2001985.5450841936
2364,596000000000000.0,2001985.5450841936
2365,596000000000000.0,2001985.5450841936
2366,596000000000000.0,2001985.5450841936
2367,596000000000000.0,2001985.5450841936
2368,596000000000000.0,2001985.5450841936
2369,596000000000000.0,2001985.5450841936
2370,596000000000000.0,2001985.5450841936
2371,596000000000000.0,2001985.5450841936
2372,596000000000000.0,2001985.5450841936
2373,596000000000000.0,2001985.5450841936
2374,596000000000000.0,2001985.5450841936
2375,596000000000000.0,2001985.5450841936
2376,596000000000000.0,2001985.5450841936
2377,596000000000000.0,2001985.5450841936
2378,596000000000000.0,2001985.5450841936
2379,596000000000000.0,2001985.5450841936
2380,596000000000000.0,2001985.5450841936
2381,596000000000000.0,2001985.5450841936
2382,596000000000000.0,2001985.5450841936
2383,596000000000000.0,2001985.5450841936
2384,596000000000000.0,2001985.5450841936
2385,596000000000000.0,2001985.5450841936
2386,596000000000000.0,2001985.5450841936
2387,596000000000000.0,2001985.5450841936
2388,596000000000000.0,2001985.5450841936
2389,596000000000000.0,2001985.5450841936
2390,596000000000000.0,2001985.5450841936
2391,596000000000000.0,2001985.5450841936
2392,596000000000000.0,2001985.5450841936
2393,596000000000000.0,2001985.5450841936
2394,596000000000000.0,2001985.5450841936
2395,596000000000000.0,2001985.5450841936
2396,596000000000000.0,2001985.5450841936
2397,596000000000000.0,2001985.5450841936
2398,596000000000000.0,2001985.5450841936
2399,596000000000000.0,2001985.5450841936
2400,596000000000000.0,2001985.5450841936
2401,596000000000000.0,2001985.5450841936
2402,596000000000000.0,2001985.5450841936
2403,596000000000000.0,2001985.5450841936
2404,596000000000000.0,2001985.5450841936
2405,596000000000000.0,2001985.5450841936
2406,596000000000000.0,2001985.5450841936
2407,596000000000000.0,2001985.5450841936
2408,596000000000000.0,2001985.5450841936
2409,596000000000000.0,2001985.5450841936
2410,596000000000000.0,2001985.5450841936
2411,596000000000000.0,2001985.5450841936
2412,596000000000000.0,2001985.5450841936
2413,596000000000000.0,2001985.5450841936
2414,596000000000000.0,2001985.5450841936
2415,596000000000000.0,2001985.5450841936
2416,596000000000000.0,2001985.5450841936
2417,596000000000000.0,2001985.5450841936
2418,596000000000000.0,2001985.5450841936
2419,596000000000000.0,2001985.5450841936
2420,596000000000000.0,2001985.5450841936
2421,596000000000000.0,2001985.5450841936
2422,596000000000000.0,2001985.5450841936
2423,596000000000000.0,2001985.5450841936
2424,596000000000000.0,2001985.5450841936
2425,596000000000000.0,2001985.5450841936
2426,596000000000000.0,2001985.5450841936
2427,596000000000000.0,2001985.5450841936
2428,596000000000000.0,2001985.5450841936
2429,596000000000000.0,2001985.5450841936
2430,596000000000000.0,2001985.5450841936
2431,596000000000000.0,2001985.5450841936
2432,596000000000000.0,2001985.5450841936
2433,596000000000000.0,2001985.5450841936
2434,596000000000000.0,2001985.5450841936
2435,596000000000000.0,2001985.5450841936
2436,596000000000000.0,2001985.5450841936
2437,596000000000000.0,2001985.5450841936
2438,596000000000000.0,2001985.5450841936
2439,596000000000000.0,2001985.5450841936
2440,596000000000000.0,2001985.5450841936
2441,596000000000000.0,2001985.5450841936
2442,596000000000000.0,2001985.5450841936
2443,596000000000000.0,2001985.5450841936
2444,596000000000000.0,2001985.5450841936
2445,596000000000000.0,2001985.5450841936
